country,id,notam_id,fir,from_utc,to_utc,lat,lon,radius_nm,qcode,raw
French Guyana,107702663781104078,G136/2026,SOOO,2026-04-17T10:15:00Z,2026-04-22T14:41:00Z,7.833333333333333,-43.21666666666667,276,QWMLW,G0136/26 NOTAMN  Q) SOOO/QWMLW/IV/BO /W /000/999/0750N04313W276  A) SOOO B) 2604171015 C) 2604221441  D) 1015-1441  E) ROCKET PARTS FALLOUT DURING BLUE ORIGIN LAUNCH CTL RESTRICTIONS  AND REROUTING WILL BE SET :   LATERAL LIMITS :  1022N04659W 1036N04618W 1011N04546W 0836N04334W 0728N04210W  0613N04035W 0516N03929W 0500N03958W 0553N04108W 0759N04340W   0942N04605W  F) SFC G) UNL    CREATED: 14 APR 2026 05:48  SOURCE: EUECYIYN
French Polynesia,107699370732211827,A463/2026,NTTT,2026-04-22T03:43:00Z,2026-04-28T08:18:00Z,-27.05,-156.28333333333333,185,QRDCA,"A0463/26 NOTAMN  Q) NTTT/QRDCA/IV/BO/W/000/999/2703S15617W185  A) NTTT  B) 2604220343 C) 2604280818  D) 0343-0818  E) TEMPORARY DANGEROUS AREA DUE TO SPACE DEBRIS RETURN OF SPACEX   STARLINK 17-14 IN TAHITI FIR WITHIN AN AREA BOUNDED BY FOLLOWING   POINTS :   2523S 15656W, 2550S 15433W, 3000S 15520W, 3000S 15700W, 2541S   15700W, 2523S 15656W  THIS ACTIVITY ALSO IMPACTS THE FOLLOWING FIR : NZZO   THE FRENCH VERSION OF THIS NOTAM IS C0834/26  F) SFC G) UNL    CREATED: 13 APR 2026 19:27  SOURCE: NTAAYNYX"
French Polynesia,107699370514108019,A450/2026,NTTT,2026-04-18T15:43:00Z,2026-04-24T20:29:00Z,-27.85,-155.91666666666666,173,QRDCA,"A0450/26 NOTAMN  Q) NTTT/QRDCA/IV/BO/W/000/999/2751S15555W173  A) NTTT  B) 2604181543 C) 2604242029  D) 1543-2029  E) TEMPORARY DANGEROUS AREA DUE TO SPACE DEBRIS RETURN OF SPACEX   STARLINK 17-22 IN TAHITI FIR WITHIN AN AREA BOUNDED BY FOLLOWING   POINTS:   3000S 15700W, 2540S 15700W, 2523S 15656W, 2603S 15324W, 3000S   15408W, 3000S 15700W   THIS ACTIVITY ALSO IMPACTS THE FOLLOWING FIR : NZZO     THE FRENCH VERSION OF THIS NOTAM IS C0818/26  F) SFC G) UNL    CREATED: 10 APR 2026 22:35  SOURCE: NTAAYNYX"
Alaska,107699365866865440,A173/2026,PAZA,2026-03-13T21:33:00Z,2026-12-31T23:59:00Z,,,,QXXXX,A0173/26 NOTAMN  Q) PAZA/QXXXX//////  A) PAZA  B) 2603132133  C) 2612312359  E) IT IS NO LONGER REQUIRED TO SEND A CPDLC POSITION REPORT TO  CONFIRM CPDLC CDA WHEN ENTERING THE ANCHORAGE ARTCC PAZA FIR. CPDLC  CDA IS CONFIRMED BY THE &quot;SET MAX UPLINK DELAY VALUE TO 300 SEC&quot;  UPLINK AND &quot;ROGER&quot; DOWNLINK MESSAGE EXCHANGE.  F) SFC  G) UNL    CREATED: 13 MAR 2026 21:51  SOURCE: PAZA
Alaska,107681789837280032,A1136/2025,PAZA,2025-09-12T18:00:00Z,2026-09-11T23:59:00Z,,,,QXXXX,"A1136/25 NOTAMN  Q) PAZA/QXXXX////000/999/  A) PAZA  B) 2509121800  C) 2609112359  E) ATTENTION ALL FLIGHT OPERATORS. FLIGHTS THAT EXPERIENCE OR  SUSPECT GNSS INTERFERENCE ENROUTE TO THE ANCHORAGE OCEANIC ENTRY   POINT MUST NOTIFY ANCHORAGE ATC. NOTIFICATION SHOULD BE VIA CPDLC,   SFO RADIO, OR SATCOM, CONFIRMING DEGRADATION OF NAVIGATION STATUS   AND DETAILS OF ONGOING LOSS/IMPACTS TO THE AIRCRAFT SYSTEMS AND  CAPABILITIES.     EXAMPLES OF NOTIFICATION:  GNSS INTERFERENCE RNP10 ONLY  NO DATA LINK  DEGRADED NAVIGATION NO GNSS    IN ADDITION, AIRLINE DISPATCHERS CAN DIRECTLY INFORM THE ANCHORAGE  OCEANIC SUPERVISOR TO MAKE THEM AWARE WHEN ONE OF THEIR FLIGHTS HAS  BEEN IMPACTED BY GNSS INTERFERENCE BY CONTACTING 907-269-1930.  F) SFC  G) UNL    CREATED: 12 SEP 2025 17:23  SOURCE: PAZA"
Angola,107488260439323661,A221/2014,FNAN,2014-08-12T08:00:00Z,,-12.483333333333333,13.483333333333333,5,QFAXX,A0221/14 NOTAMN  Q) FNAN/QFAXX/IV/NBO/A/000/999/1229S01329E005  A) FNCT B) 1408120800 C) PERM  E) AD AVLB FOR ACFT WITH MTOW MORE THAN 23 TONS  DUE TO OPS REASONS  F) SFC G) UNL    CREATED: 22 MAY 2015 20:38  SOURCE: FNLUYNYX
Angola,107505850041676813,A67/2015,FNAN,2015-02-19T14:00:00Z,,-9.983333333333333,14.916666666666666,5,QFACS,A0067/15 NOTAMN  Q) FNAN/QFACS/IV/NBO/A/000/999/0959S01455E005  A) FNCU B) 1502191400 C) PERM  E) AD INSTL WITH FLW CHARACTERISTICS  NAME CALULO  OWNER ANGOLA AIR SERVICES  ALTITUDE 915 METERS  HOURS OF SERVICES HJ  FIRE FIGHTING SERVICES NOT AVLB  TYPE OF TRAFFIC VFR  DISTANCE FM THE CITY 7 KM  F) SFC G) UNL    CREATED: 22 MAY 2015 20:41  SOURCE: FNLUYNYX
Angola,107505850008122381,A65/2015,FNAN,2015-02-19T14:00:00Z,,-9.983333333333333,14.916666666666666,5,QMRCS,A0065/15 NOTAMN  Q) FNAN/QMRCS/IV/NBO/A/000/999/0959S01455E005  A) FNCU B) 1502191400 C) PERM  E) RWY INSTL WITH FLW CHARACTERISTIC  -LENGTH 1200M WIDTH 30M  -DESIGNATION OF RWY NUMBERS 01/19  -TYPE OF PAVIMENT ASPHALT  -PCN 16/F/A/Y/T  -CRITICAL ACFT EMB110  F) SFC G) UNL    CREATED: 22 MAY 2015 20:40  SOURCE: FNLUYNYX
Angola,107505849924236301,A60/2015,FNAN,2015-02-18T14:00:00Z,,-9.966666666666667,14.916666666666666,5,QMNCS,A0060/15 NOTAMN  Q) FNAN/QMNCS/IV/B/A/000/999/0958S01455E005  A) FNCU B) 1502181400 C) PERM  E) APRON INSTL WITH FLW CHARACTERISTIC  -PCN 16/F/A/Y/T  -LENGTH 69M WIDTH 58M  F) SFC G) UNL    CREATED: 22 MAY 2015 20:40  SOURCE: FNLUYNYX
Angola,107505849890681869,A58/2015,FNAN,2015-02-18T14:00:00Z,,-9.966666666666667,14.916666666666666,5,QMXCS,A0058/15 NOTAMN  Q) FNAN/QMXCS/IV/M/A/000/999/0958S01455E005  A) FNCU B) 1502181400 C) PERM  E) TWY INSTL WITH FLW CHARACTERISTIC  -WIDTH 12M  PCN 16/F/A/T  F) SFC G) UNL    CREATED: 22 MAY 2015 20:40  SOURCE: FNLUYNYX
