country,id,notam_id,fir,from_utc,to_utc,lat,lon,radius_nm,qcode,raw,polygon
Australia,107686811526759457,J5540/2025,YBBB,2025-12-14T16:00:00Z,,-14.516666666666667,132.38333333333333,5,QFAXX,J5540/25 NOTAMN  Q) YBBB/QFAXX/IV/NBO/A/000/999/1431S13223E005  A) YPTN  B) 2512141600 C) PERM  E) LOCAL TRAFFIC REGULATIONS AMD  CHANGE THE FLW TO READ:  5. MULTI ENG PROPELLER ACFT ARE NOT TO CONDUCT FULL PWR ENG RUNS ON  PAVED HARDSTAND DUE TO CREATION OF FOREIGN OBJECT DEBRIS.  REMOVE THE FLW:  NOTE 2  NOTE 10  AMD EN ROUTE SUPPLEMENT AUSTRALIA (ERSA    CREATED: 02 DEC 2025 02:18  SOURCE: YBBBZEZX,
France,107691169542412023,R3154/2025,LFXX,2026-01-22T00:00:00Z,2027-01-21T23:59:00Z,45.85,-4.533333333333333,190,QRTTT,"R3154/25 NOTAMN  Q) LFXX/QRTTT/IV/BO /W /000/999/4551N00432W190  A) LFRR LFBB B) 2601220000 C) 2701212359  E) TRIGGER NOTAM - AIRAC AIP SUP 207/25 MODIFIED :  MISSILE FIRING IN THE ATLANTIC OCEAN REQUIRING THE CREATION OF 6   TEMPORARY RESTRICTED AREAS (&apos;ZRT&apos;), OF 16 TEMPORARY DANGEROUS AREAS   (&apos;ZDT&apos;) AND FLIGHT PLAN BUFFER ZONE (FBZ) ASSOCIATED.  THESE &apos;ZRT/ZDT&apos; ARE ACTIVATED BY NOTAM AT D-7.  -----------------------------------------------------------------  PAGE 8 : REPLACE LFDB21Z COORDINATES BY :  455421N 0013949W - 455643N 0013942W - 455237N 0011542W -   455136N 0011253W - 454929N 0011048W - 453516N 0010344W -   453127N 0010358W - 452845N 0011022W - 452848N 0014111W -   453113N 0014103W - 453110N 0015559W - 453117N 0015703W -   453136N 0015801W - 453207N 0015848W - 453246N 0015919W -   453330N 0015933W - 453415N 0015928W - 453848N 0015754W -   453930N 0020815W - 454128N 0025012W - 454139N 0025119W -   454203N 0025217W - 454239N 0025301W - 454323N 0025327W -   454410N 0025333W - 454714N 0025311W - 454756N 0025257W -   454833N 0025227W - 455904N 0024055W - 455942N 0023954W -   460001N 0023837W - 460136N 0022359W - 460134N 0022236W -   455421N 0013949W  ------------------------------------------------------------------  THIS AIP SUP IS AVBL AT WWW.SIA.AVIATION-CIVILE.GOUV.FR  F) SFC G) UNL    CREATED: 16 DEC 2025 16:04  SOURCE: EUECYIYN",
USA,faa-tfr-6/9348,FDC 6/9348,ZMA,2026-07-30T06:27:00Z,2026-07-30T08:04:00Z,28.682147,-80.311487,,TFR91.143,"FDC 6/9348 AIRSPACE SPACE OPERATIONS TFR. Cape Canaveral, FL, Thursday, July 30, 2026 Local. NOTAM Number : FDC 6/9348 Download shapefiles Issue Date : July 27, 2026 at 2113 UTC Location : Cape Canaveral, Florida Beginning Date and Time : July 30, 2026 at 0627 UTC Ending Date and Time : July 30, 2026 at 0804 UTC Reason for NOTAM : Space Operations Area Type : Space Operations Replaced NOTAM(s) : N/A Pilots May Contact : Miami (ZMA) ARTCC, 305-716-1588 Jump To: Affected Areas Operating Restrictions and Requirements Other Information Affected Area(s) Top Airspace Definition: Region bounded by: Latitude: Longitude: FRD: From: 285116N 0804219W To: 290730N 0803000W To: 290557N 0802718W To: 290506N 0802429W To: 290403N 0802144W To: 290248N 0801907W To: 290120N 0801638W To: 285942N 0801419W To: 285753N 0801209W To: 285554N 0801011W To: 285347N 0800826W To: 285133N 0800653W To: 284912N 0800534W To: 284645N 0800429W To: 284414N 0800340W To: 284139N 0800305W To: 283903N 0800246W To: 283625N 0800242W To: 283348N 0800254W To: 283112N 0800322W To: 282840N 0800404W To: 282611N 0800502W To: 282347N 0800614W To: 282129N 0800739W To: 281918N 0800918W To: 281715N 0801110W To: 281521N 0801313W To: 281337N 0801526W To: 281330N 0801600W To: 282501N 0803029W To: 282501N 0803759W To: 282501N 0804144W To: 283121N 0804349W To: 283801N 0804701W To: 284910N 0805044W To: 285116N 0804714W To: 285116N 0804219W Altitude: From the surface up to and including 18000 feet MSL Effective Date(s): From July 30, 2026 at 0627 UTC (July 30, 2026 at 0227 EDT) To July 30, 2026 at 0804 UTC (July 30, 2026 at 0404 EDT) ENDSECTION1 Operating Restrictions and Requirements Top No pilots may operate an aircraft in the areas covered by this NOTAM (except as described). EXCLUDING AIRSPACE OVER INTERNATIONAL WATERS. THIS AREA ENCOMPASSES R2932, R2933 AND PORTIONS OF R2934 AND W497A. ADDITIONAL WARNING AND RESTRICTED AREAS WILL BE ACT. PILOTS MUST CONSULT ALL NOTAMS REGARDING THESE OPS AND MAY CTC ZMA FOR CURRENT AIRSPACE STATUS. Other Information: Top ARTCC: ZMA - Miami Center Authority: Title 14 CFR section 91.143","[[28.854444,-80.705278],[29.125,-80.5],[29.099167,-80.455],[29.085,-80.408056],[29.0675,-80.362222],[29.046667,-80.318611],[29.022222,-80.277222],[28.995,-80.238611],[28.964722,-80.2025],[28.931667,-80.169722],[28.896389,-80.140556],[28.859167,-80.114722],[28.82,-80.092778],[28.779167,-80.074722],[28.737222,-80.061111],[28.694167,-80.051389],[28.650833,-80.046111],[28.606944,-80.045],[28.563333,-80.048333],[28.52,-80.056111],[28.477778,-80.067778],[28.436389,-80.083889],[28.396389,-80.103889],[28.358056,-80.1275],[28.321667,-80.155],[28.2875,-80.186111],[28.255833,-80.220278],[28.226944,-80.257222],[28.225,-80.266667],[28.416944,-80.508056],[28.416944,-80.633056],[28.416944,-80.695556],[28.5225,-80.730278],[28.633611,-80.783611],[28.819444,-80.845556],[28.854444,-80.787222],[28.854444,-80.705278]]"
USA,faa-tfr-6/9344,FDC 6/9344,ZMA,2026-08-01T06:21:00Z,2026-08-01T07:36:00Z,28.682147,-80.311487,,TFR91.143,"FDC 6/9344 AIRSPACE SPACE OPERATIONS TFR. Cape Canaveral, FL, Saturday, August 1, 2026 Local. NOTAM Number : FDC 6/9344 Download shapefiles Issue Date : July 27, 2026 at 2110 UTC Location : Cape Canaveral, Florida Beginning Date and Time : August 01, 2026 at 0621 UTC Ending Date and Time : August 01, 2026 at 0736 UTC Reason for NOTAM : Space Operations Area Type : Space Operations Replaced NOTAM(s) : N/A Pilots May Contact : Miami (ZMA) ARTCC, 305-716-1588 Jump To: Affected Areas Operating Restrictions and Requirements Other Information Affected Area(s) Top Airspace Definition: Region bounded by: Latitude: Longitude: FRD: From: 285116N 0804219W To: 290730N 0803000W To: 290557N 0802718W To: 290506N 0802429W To: 290403N 0802144W To: 290248N 0801907W To: 290120N 0801638W To: 285942N 0801419W To: 285753N 0801209W To: 285554N 0801011W To: 285347N 0800826W To: 285133N 0800653W To: 284912N 0800534W To: 284645N 0800429W To: 284414N 0800340W To: 284139N 0800305W To: 283903N 0800246W To: 283625N 0800242W To: 283348N 0800254W To: 283112N 0800322W To: 282840N 0800404W To: 282611N 0800502W To: 282347N 0800614W To: 282129N 0800739W To: 281918N 0800918W To: 281715N 0801110W To: 281521N 0801313W To: 281337N 0801526W To: 281330N 0801600W To: 282501N 0803029W To: 282501N 0803759W To: 282501N 0804144W To: 283121N 0804349W To: 283801N 0804701W To: 284910N 0805044W To: 285116N 0804714W To: 285116N 0804219W Altitude: From the surface up to and including 18000 feet MSL Effective Date(s): From August 01, 2026 at 0621 UTC (August 01, 2026 at 0221 EDT) To August 01, 2026 at 0736 UTC (August 01, 2026 at 0336 EDT) ENDSECTION1 Operating Restrictions and Requirements Top No pilots may operate an aircraft in the areas covered by this NOTAM (except as described). EXCLUDING AIRSPACE OVER INTERNATIONAL WATERS. THIS AREA ENCOMPASSES R2932, R2933 AND PORTIONS OF R2934 AND W497A. ADDITIONAL WARNING AND RESTRICTED AREAS WILL BE ACT. PILOTS MUST CONSULT ALL NOTAMS REGARDING THESE OPS AND MAY CTC ZMA FOR CURRENT AIRSPACE STATUS. Other Information: Top ARTCC: ZMA - Miami Center Authority: Title 14 CFR section 91.143","[[28.854444,-80.705278],[29.125,-80.5],[29.099167,-80.455],[29.085,-80.408056],[29.0675,-80.362222],[29.046667,-80.318611],[29.022222,-80.277222],[28.995,-80.238611],[28.964722,-80.2025],[28.931667,-80.169722],[28.896389,-80.140556],[28.859167,-80.114722],[28.82,-80.092778],[28.779167,-80.074722],[28.737222,-80.061111],[28.694167,-80.051389],[28.650833,-80.046111],[28.606944,-80.045],[28.563333,-80.048333],[28.52,-80.056111],[28.477778,-80.067778],[28.436389,-80.083889],[28.396389,-80.103889],[28.358056,-80.1275],[28.321667,-80.155],[28.2875,-80.186111],[28.255833,-80.220278],[28.226944,-80.257222],[28.225,-80.266667],[28.416944,-80.508056],[28.416944,-80.633056],[28.416944,-80.695556],[28.5225,-80.730278],[28.633611,-80.783611],[28.819444,-80.845556],[28.854444,-80.787222],[28.854444,-80.705278]]"
USA,faa-tfr-6/9341,FDC 6/9341,ZJX,2026-07-31T06:27:00Z,2026-07-31T07:56:00Z,28.682147,-80.311487,,TFR91.143,"FDC 6/9341 AIRSPACE SPACE OPERATIONS TFR. Cape Canaveral, FL, Friday, July 31, 2026 Local. NOTAM Number : FDC 6/9341 Download shapefiles Issue Date : July 27, 2026 at 2107 UTC Location : Cape Canaveral, Florida Beginning Date and Time : July 31, 2026 at 0627 UTC Ending Date and Time : July 31, 2026 at 0756 UTC Reason for NOTAM : Space Operations Area Type : Space Operations Replaced NOTAM(s) : N/A Pilots May Contact : Miami (ZMA) ARTCC, 305-716-1588 Jump To: Affected Areas Operating Restrictions and Requirements Other Information Affected Area(s) Top Airspace Definition: Region bounded by: Latitude: Longitude: FRD: From: 285116N 0804219W To: 290730N 0803000W To: 290557N 0802718W To: 290506N 0802429W To: 290403N 0802144W To: 290248N 0801907W To: 290120N 0801638W To: 285942N 0801419W To: 285753N 0801209W To: 285554N 0801011W To: 285347N 0800826W To: 285133N 0800653W To: 284912N 0800534W To: 284645N 0800429W To: 284414N 0800340W To: 284139N 0800305W To: 283903N 0800246W To: 283625N 0800242W To: 283348N 0800254W To: 283112N 0800322W To: 282840N 0800404W To: 282611N 0800502W To: 282347N 0800614W To: 282129N 0800739W To: 281918N 0800918W To: 281715N 0801110W To: 281521N 0801313W To: 281337N 0801526W To: 281330N 0801600W To: 282501N 0803029W To: 282501N 0803759W To: 282501N 0804144W To: 283121N 0804349W To: 283801N 0804701W To: 284910N 0805044W To: 285116N 0804714W To: 285116N 0804219W Altitude: From the surface up to and including 18000 feet MSL Effective Date(s): From July 31, 2026 at 0627 UTC (July 31, 2026 at 0227 EDT) To July 31, 2026 at 0756 UTC (July 31, 2026 at 0356 EDT) ENDSECTION1 Operating Restrictions and Requirements Top No pilots may operate an aircraft in the areas covered by this NOTAM (except as described). EXCLUDING AIRSPACE OVER INTERNATIONAL WATERS. THIS AREA ENCOMPASSES R2932, R2933 AND PORTIONS OF R2934 AND W497A. ADDITIONAL WARNING AND RESTRICTED AREAS WILL BE ACT. PILOTS MUST CONSULT ALL NOTAMS REGARDING THESE OPS AND MAY CTC ZMA FOR CURRENT AIRSPACE STATUS. Other Information: Top ARTCC: ZJX - Jacksonville Center Authority: Title 14 CFR section 91.143","[[28.854444,-80.705278],[29.125,-80.5],[29.099167,-80.455],[29.085,-80.408056],[29.0675,-80.362222],[29.046667,-80.318611],[29.022222,-80.277222],[28.995,-80.238611],[28.964722,-80.2025],[28.931667,-80.169722],[28.896389,-80.140556],[28.859167,-80.114722],[28.82,-80.092778],[28.779167,-80.074722],[28.737222,-80.061111],[28.694167,-80.051389],[28.650833,-80.046111],[28.606944,-80.045],[28.563333,-80.048333],[28.52,-80.056111],[28.477778,-80.067778],[28.436389,-80.083889],[28.396389,-80.103889],[28.358056,-80.1275],[28.321667,-80.155],[28.2875,-80.186111],[28.255833,-80.220278],[28.226944,-80.257222],[28.225,-80.266667],[28.416944,-80.508056],[28.416944,-80.633056],[28.416944,-80.695556],[28.5225,-80.730278],[28.633611,-80.783611],[28.819444,-80.845556],[28.854444,-80.787222],[28.854444,-80.705278]]"
USA,faa-tfr-6/9337,FDC 6/9337,ZJX,2026-07-30T06:27:00Z,2026-07-30T08:04:00Z,28.682147,-80.311487,,TFR91.143,"FDC 6/9337 AIRSPACE SPACE OPERATIONS TFR. Cape Canaveral, FL, Thursday, July 30, 2026 Local. NOTAM Number : FDC 6/9337 Download shapefiles Issue Date : July 27, 2026 at 2107 UTC Location : Cape Canaveral, Florida Beginning Date and Time : July 30, 2026 at 0627 UTC Ending Date and Time : July 30, 2026 at 0804 UTC Reason for NOTAM : Space Operations Area Type : Space Operations Replaced NOTAM(s) : N/A Pilots May Contact : Miami (ZMA) ARTCC, 305-716-1588 Jump To: Affected Areas Operating Restrictions and Requirements Other Information Affected Area(s) Top Airspace Definition: Region bounded by: Latitude: Longitude: FRD: From: 285116N 0804219W To: 290730N 0803000W To: 290557N 0802718W To: 290506N 0802429W To: 290403N 0802144W To: 290248N 0801907W To: 290120N 0801638W To: 285942N 0801419W To: 285753N 0801209W To: 285554N 0801011W To: 285347N 0800826W To: 285133N 0800653W To: 284912N 0800534W To: 284645N 0800429W To: 284414N 0800340W To: 284139N 0800305W To: 283903N 0800246W To: 283625N 0800242W To: 283348N 0800254W To: 283112N 0800322W To: 282840N 0800404W To: 282611N 0800502W To: 282347N 0800614W To: 282129N 0800739W To: 281918N 0800918W To: 281715N 0801110W To: 281521N 0801313W To: 281337N 0801526W To: 281330N 0801600W To: 282501N 0803029W To: 282501N 0803759W To: 282501N 0804144W To: 283121N 0804349W To: 283801N 0804701W To: 284910N 0805044W To: 285116N 0804714W To: 285116N 0804219W Altitude: From the surface up to and including 18000 feet MSL Effective Date(s): From July 30, 2026 at 0627 UTC (July 30, 2026 at 0227 EDT) To July 30, 2026 at 0804 UTC (July 30, 2026 at 0404 EDT) ENDSECTION1 Operating Restrictions and Requirements Top No pilots may operate an aircraft in the areas covered by this NOTAM (except as described). EXCLUDING AIRSPACE OVER INTERNATIONAL WATERS. THIS AREA ENCOMPASSES R2932, R2933 AND PORTIONS OF R2934 AND W497A. ADDITIONAL WARNING AND RESTRICTED AREAS WILL BE ACT. PILOTS MUST CONSULT ALL NOTAMS REGARDING THESE OPS AND MAY CTC ZMA FOR CURRENT AIRSPACE STATUS. Other Information: Top ARTCC: ZJX - Jacksonville Center Authority: Title 14 CFR section 91.143","[[28.854444,-80.705278],[29.125,-80.5],[29.099167,-80.455],[29.085,-80.408056],[29.0675,-80.362222],[29.046667,-80.318611],[29.022222,-80.277222],[28.995,-80.238611],[28.964722,-80.2025],[28.931667,-80.169722],[28.896389,-80.140556],[28.859167,-80.114722],[28.82,-80.092778],[28.779167,-80.074722],[28.737222,-80.061111],[28.694167,-80.051389],[28.650833,-80.046111],[28.606944,-80.045],[28.563333,-80.048333],[28.52,-80.056111],[28.477778,-80.067778],[28.436389,-80.083889],[28.396389,-80.103889],[28.358056,-80.1275],[28.321667,-80.155],[28.2875,-80.186111],[28.255833,-80.220278],[28.226944,-80.257222],[28.225,-80.266667],[28.416944,-80.508056],[28.416944,-80.633056],[28.416944,-80.695556],[28.5225,-80.730278],[28.633611,-80.783611],[28.819444,-80.845556],[28.854444,-80.787222],[28.854444,-80.705278]]"
USA,faa-tfr-6/9317,FDC 6/9317,ZJX,2026-08-01T06:21:00Z,2026-08-01T07:36:00Z,28.682147,-80.311487,,TFR91.143,"FDC 6/9317 AIRSPACE SPACE OPERATIONS TFR. Cape Canaveral, FL, Saturday, August 1, 2026 Local. NOTAM Number : FDC 6/9317 Download shapefiles Issue Date : July 27, 2026 at 2103 UTC Location : Cape Canaveral, Florida Beginning Date and Time : August 01, 2026 at 0621 UTC Ending Date and Time : August 01, 2026 at 0736 UTC Reason for NOTAM : Space Operations Area Type : Space Operations Replaced NOTAM(s) : N/A Pilots May Contact : Miami (ZMA) ARTCC, 305-716-1588 Jump To: Affected Areas Operating Restrictions and Requirements Other Information Affected Area(s) Top Airspace Definition: Region bounded by: Latitude: Longitude: FRD: From: 285116N 0804219W To: 290730N 0803000W To: 290557N 0802718W To: 290506N 0802429W To: 290403N 0802144W To: 290248N 0801907W To: 290120N 0801638W To: 285942N 0801419W To: 285753N 0801209W To: 285554N 0801011W To: 285347N 0800826W To: 285133N 0800653W To: 284912N 0800534W To: 284645N 0800429W To: 284414N 0800340W To: 284139N 0800305W To: 283903N 0800246W To: 283625N 0800242W To: 283348N 0800254W To: 283112N 0800322W To: 282840N 0800404W To: 282611N 0800502W To: 282347N 0800614W To: 282129N 0800739W To: 281918N 0800918W To: 281715N 0801110W To: 281521N 0801313W To: 281337N 0801526W To: 281330N 0801600W To: 282501N 0803029W To: 282501N 0803759W To: 282501N 0804144W To: 283121N 0804349W To: 283801N 0804701W To: 284910N 0805044W To: 285116N 0804714W To: 285116N 0804219W Altitude: From the surface up to and including 18000 feet MSL Effective Date(s): From August 01, 2026 at 0621 UTC (August 01, 2026 at 0221 EDT) To August 01, 2026 at 0736 UTC (August 01, 2026 at 0336 EDT) ENDSECTION1 Operating Restrictions and Requirements Top No pilots may operate an aircraft in the areas covered by this NOTAM (except as described). EXCLUDING AIRSPACE OVER INTERNATIONAL WATERS. THIS AREA ENCOMPASSES R2932, R2933 AND PORTIONS OF R2934 AND W497A. ADDITIONAL WARNING AND RESTRICTED AREAS WILL BE ACT. PILOTS MUST CONSULT ALL NOTAMS REGARDING THESE OPS AND MAY CTC ZMA FOR CURRENT AIRSPACE STATUS. Other Information: Top ARTCC: ZJX - Jacksonville Center Authority: Title 14 CFR section 91.143","[[28.854444,-80.705278],[29.125,-80.5],[29.099167,-80.455],[29.085,-80.408056],[29.0675,-80.362222],[29.046667,-80.318611],[29.022222,-80.277222],[28.995,-80.238611],[28.964722,-80.2025],[28.931667,-80.169722],[28.896389,-80.140556],[28.859167,-80.114722],[28.82,-80.092778],[28.779167,-80.074722],[28.737222,-80.061111],[28.694167,-80.051389],[28.650833,-80.046111],[28.606944,-80.045],[28.563333,-80.048333],[28.52,-80.056111],[28.477778,-80.067778],[28.436389,-80.083889],[28.396389,-80.103889],[28.358056,-80.1275],[28.321667,-80.155],[28.2875,-80.186111],[28.255833,-80.220278],[28.226944,-80.257222],[28.225,-80.266667],[28.416944,-80.508056],[28.416944,-80.633056],[28.416944,-80.695556],[28.5225,-80.730278],[28.633611,-80.783611],[28.819444,-80.845556],[28.854444,-80.787222],[28.854444,-80.705278]]"
USA,faa-tfr-6/9316,FDC 6/9316,ZMA,2026-07-31T06:27:00Z,2026-07-31T07:56:00Z,28.682147,-80.311487,,TFR91.143,"FDC 6/9316 AIRSPACE SPACE OPERATIONS TFR. Cape Canaveral, FL, Friday, July 31, 2026 Local. NOTAM Number : FDC 6/9316 Download shapefiles Issue Date : July 27, 2026 at 2102 UTC Location : Cape Canaveral, Florida Beginning Date and Time : July 31, 2026 at 0627 UTC Ending Date and Time : July 31, 2026 at 0756 UTC Reason for NOTAM : Space Operations Area Type : Space Operations Replaced NOTAM(s) : N/A Pilots May Contact : Miami (ZMA) ARTCC, 305-716-1588 Jump To: Affected Areas Operating Restrictions and Requirements Other Information Affected Area(s) Top Airspace Definition: Region bounded by: Latitude: Longitude: FRD: From: 285116N 0804219W To: 290730N 0803000W To: 290557N 0802718W To: 290506N 0802429W To: 290403N 0802144W To: 290248N 0801907W To: 290120N 0801638W To: 285942N 0801419W To: 285753N 0801209W To: 285554N 0801011W To: 285347N 0800826W To: 285133N 0800653W To: 284912N 0800534W To: 284645N 0800429W To: 284414N 0800340W To: 284139N 0800305W To: 283903N 0800246W To: 283625N 0800242W To: 283348N 0800254W To: 283112N 0800322W To: 282840N 0800404W To: 282611N 0800502W To: 282347N 0800614W To: 282129N 0800739W To: 281918N 0800918W To: 281715N 0801110W To: 281521N 0801313W To: 281337N 0801526W To: 281330N 0801600W To: 282501N 0803029W To: 282501N 0803759W To: 282501N 0804144W To: 283121N 0804349W To: 283801N 0804701W To: 284910N 0805044W To: 285116N 0804714W To: 285116N 0804219W Altitude: From the surface up to and including 18000 feet MSL Effective Date(s): From July 31, 2026 at 0627 UTC (July 31, 2026 at 0227 EDT) To July 31, 2026 at 0756 UTC (July 31, 2026 at 0356 EDT) ENDSECTION1 Operating Restrictions and Requirements Top No pilots may operate an aircraft in the areas covered by this NOTAM (except as described). EXCLUDING AIRSPACE OVER INTERNATIONAL WATERS. THIS AREA ENCOMPASSES R2932, R2933 AND PORTIONS OF R2934 AND W497A. ADDITIONAL WARNING AND RESTRICTED AREAS WILL BE ACT. PILOTS MUST CONSULT ALL NOTAMS REGARDING THESE OPS AND MAY CTC ZMA FOR CURRENT AIRSPACE STATUS. Other Information: Top ARTCC: ZMA - Miami Center Authority: Title 14 CFR section 91.143","[[28.854444,-80.705278],[29.125,-80.5],[29.099167,-80.455],[29.085,-80.408056],[29.0675,-80.362222],[29.046667,-80.318611],[29.022222,-80.277222],[28.995,-80.238611],[28.964722,-80.2025],[28.931667,-80.169722],[28.896389,-80.140556],[28.859167,-80.114722],[28.82,-80.092778],[28.779167,-80.074722],[28.737222,-80.061111],[28.694167,-80.051389],[28.650833,-80.046111],[28.606944,-80.045],[28.563333,-80.048333],[28.52,-80.056111],[28.477778,-80.067778],[28.436389,-80.083889],[28.396389,-80.103889],[28.358056,-80.1275],[28.321667,-80.155],[28.2875,-80.186111],[28.255833,-80.220278],[28.226944,-80.257222],[28.225,-80.266667],[28.416944,-80.508056],[28.416944,-80.633056],[28.416944,-80.695556],[28.5225,-80.730278],[28.633611,-80.783611],[28.819444,-80.845556],[28.854444,-80.787222],[28.854444,-80.705278]]"
USA,faa-tfr-6/9119,FDC 6/9119,ZLC,,,,,,TFR91.143,"FDC 6/9119 AIRSPACE SPACE OPERATIONS TFR. 19 ZLC AIRSPACE BLACK ROCK, NV, Friday, July 31, 2026 through Monday, August 3, 2026 UTC. NOTAM Number : FDC 6/9119 Download shapefiles Issue Date : July 27, 2026 at 1812 UTC Location : 19 ZLC AIRSPACE BLACK ROCK, Nevada near LOVELOCK VORTAC (LLC) Beginning Date and Time : July 31, 2026 UTC 1400-0600 Daily Ending Date and Time : August 03, 2026 UTC Reason for NOTAM : TO PROVIDE A SAFE ENVIRONMENT FOR ROCKET LAUNCH ACT Type : Space Operations Replaced NOTAM(s) : N/A Pilots May Contact : SALT LAKE (ZLC) ARTCC, 801-320-2560 Jump To: Affected Areas Operating Restrictions and Requirements Other Information Affected Area(s) Top Airspace Definition: Center: On the LOVELOCK VORTAC (LLC) 319 degree radial at 50 nautical miles. (Latitude: 40º52'59""N, Longitude: 119º02'04""W) Radius: 15 nautical miles Altitude: From the surface up to Unlimited Effective Date(s): In UTC: 1400 to 0600 UTC Daily starting July 31 and ending August 3. ENDSECTION1 Operating Restrictions and Requirements Top No pilots may operate an aircraft in the areas covered by this NOTAM (except as described). Other Information: Top ARTCC: ZLC - Salt Lake City Center Point of Contact: AEROPAC ROCKET CLUB Telephone 628-301-5127 Authority: Title 14 CFR section 91.143",
CHINA,joey-81542873,A2363/26,ZXXX,2026-06-30T16:00:00Z,2026-08-31T15:59:00Z,39.858333,119.55,,QRPCA,A2363/26 NOTAMN  Q)ZXXX/QRPCA/IV/NBO/W/000/999/3949N11930E009  A)ZBPE ZYSH B)2606301600 C)2608311559   E) A TEMPORARY PROHIBITED AREA ESTABLISHED BOUNDED BY:  N395600E1192100-N395600E1193300-N395100E1193900-N394300E1193900-N39  4300E1192100   BACK TO START.  VERTICAL LIMITS:GND-UNL.  ALL ACFT SHALL BE FORBIDDEN TO FLY INTO THE PROHIBITED AREA.  F)GND G)UNL,"[[39.933333,119.35],[39.933333,119.55],[39.85,119.65],[39.716667,119.65]]"
